#{"t_start": 1786480422.497421, "env_id": "None"}
r,l,t
-69.16608,144,1462.70878
-46.65757,144,1462.708813
-76.59431,144,1466.728045
-68.70318,144,1466.728093
-82.27277,144,1470.739127
-80.17755,144,1470.739164
-61.14384,144,1474.768042
-62.926544,144,1474.768079
-57.28058,144,1479.295732
-77.6743,144,1479.295764
-73.94045,144,1483.288914
-89.61185,144,1483.288955
-57.489025,144,1487.303202
-84.52348,144,1487.303238
-64.41472,144,1491.288068
-63.65297,144,1491.288104
-80.28796,144,1495.325658
-96.17163,144,1495.325695
-57.603195,144,1499.326894
-61.859684,144,1499.326928
-54.135548,144,1503.316147
-71.55491,144,1503.316181
-72.87537,144,1507.278793
-66.86579,144,1507.278828
-63.303978,144,1511.260053
-68.09377,144,1511.260089
-62.742435,144,1515.229277
-57.161343,144,1515.22931
-64.58176,144,1519.223862
-61.588875,144,1519.223898
-76.504745,144,1523.218289
-61.565647,144,1523.218323
-89.078514,144,1527.329989
-95.591805,144,1527.330027
-68.99395,144,1531.331566
-71.04498,144,1531.331601
-77.94225,144,1535.346611
-69.173,144,1535.346646
-74.66232,144,1539.376877
-89.55678,144,1539.376915
-69.861946,144,1543.89176
-75.51708,144,1543.891808
-70.90632,144,1547.847947
-70.11734,144,1547.847983
-58.41669,144,1551.808783
-70.04937,144,1551.808817
-77.71411,144,1555.832272
-64.14319,144,1555.832309
-65.16781,144,1559.833441
-62.275173,144,1559.833477
-76.38769,144,1564.38971
-70.53191,144,1564.389746
-71.33064,144,1568.356327
-63.678062,144,1568.356364
-63.137627,144,1572.382926
-64.01177,144,1572.382961
-68.28551,144,1576.392817
-72.1723,144,1576.392853
-92.675934,144,1580.433018
-67.15637,144,1580.433054
-49.087376,144,1584.432707
-53.085663,144,1584.43274
-75.30859,144,1588.462105
-60.837162,144,1588.462145
-68.46698,144,1592.460596
-57.043793,144,1592.460631
-67.505135,144,1596.508106
-55.483253,144,1596.50814
-63.061314,144,1600.988291
-54.00731,144,1600.988322
-54.794838,144,1604.900439
